gene_id	transcript_id	symbol	refseq_mane	ts_end	ts_start	chrom_ensembl	chrom_ucsc
ENSG00000187010	ENST00000328664	RHD	NM_016124.6	25330445	25272509	1	chr1
ENSG00000183726	ENST00000374358	TMEM50A	NM_014313.4	25362361	25338334	1	chr1
ENSG00000188672	ENST00000294413	RHCE	NM_020485.8	25420825	25362249	1	chr1
ENSG00000204178	ENST00000374343	MACO1	NM_018202.6	25500209	25430897	1	chr1
ENSG00000157978	ENST00000374338	LDLRAP1	NM_015627.3	25568886	25543606	1	chr1
ENSG00000117643	ENST00000374332	MAN1C1	NM_020379.4	25784450	25616791	1	chr1
ENSG00000162430	ENST00000361547	SELENON	NM_020451.3	25818221	25800193	1	chr1
ENSG00000117640	ENST00000374303	MTFR1L	NM_001099625.2	25832938	25819954	1	chr1
ENSG00000127423	ENST00000374298	AUNIP	NM_024037.3	25859457	25834006	1	chr1
ENSG00000182749	ENST00000675840	PAQR7	NM_178422.6	25875708	25861484	1	chr1
ENSG00000117632	ENST00000455785	STMN1	NM_005563.4	25906419	25900116	1	chr1
ENSG00000158006	ENST00000374282	PAFAH2	NM_000437.4	25998063	25959767	1	chr1
ENSG00000158008	ENST00000374280	EXTL1	NM_004455.3	26036464	26021775	1	chr1
ENSG00000158014	ENST00000374276	SLC30A2	NM_001004434.3	26046118	26037252	1	chr1
ENSG00000158022	ENST00000374272	TRIM63	NM_032588.4	26067630	26051301	1	chr1
ENSG00000175087	ENST00000374269	PDIK1L	NM_152835.5	26125555	26111824	1	chr1
ENSG00000197245	ENST00000374268	FAM110D	NM_024869.3	26163962	26159079	1	chr1
ENSG00000282872	ENST00000634842	C1orf232	NM_001364669.2	26168963	26164101	1	chr1
ENSG00000142684	ENST00000374266	ZNF593	NM_015871.5	26170873	26169908	1	chr1
ENSG00000142675	ENST00000361530	CNKSR1	NM_006314.3	26189884	26177491	1	chr1
ENSG00000188782	ENST00000456354	CATSPER4	NM_198137.2	26202964	26190602	1	chr1
ENSG00000130695	ENST00000451429	CEP85	NM_001319944.2	26278808	26234200	1	chr1
ENSG00000142669	ENST00000270792	SH3BGRL3	NM_031286.4	26281522	26280086	1	chr1
ENSG00000158062	ENST00000374222	UBXN11	NM_001389556.1	26306636	26282282	1	chr1
ENSG00000169442	ENST00000374213	CD52	NM_001803.3	26320523	26317958	1	chr1
ENSG00000176092	ENST00000308182	CRYBG2	NM_001039775.4	26354130	26321865	1	chr1
ENSG00000176083	ENST00000349618	ZNF683	NM_001114759.3	26372750	26361634	1	chr1
ENSG00000131914	ENST00000326279	LIN28A	NM_024674.6	26429728	26410817	1	chr1
ENSG00000117682	ENST00000236342	DHDDS	NM_205861.3	26471306	26432321	1	chr1
ENSG00000198830	ENST00000361427	HMGN2	NM_005517.4	26476642	26472440	1	chr1
ENSG00000117676	ENST00000374168	RPS6KA1	NM_002953.4	26575025	26529761	1	chr1
ENSG00000117713	ENST00000324856	ARID1A	NM_006015.6	26782104	26696015	1	chr1
ENSG00000060642	ENST00000674202	PIGV	NM_017837.4	26800659	26787950	1	chr1
ENSG00000204160	ENST00000374142	ZDHHC18	NM_032283.3	26857604	26826688	1	chr1
ENSG00000175793	ENST00000339276	SFN	NM_006142.5	26864456	26863149	1	chr1
ENSG00000142751	ENST00000374135	GPN2	NM_018066.4	26890283	26876132	1	chr1
ENSG00000198746	ENST00000361720	GPATCH3	NM_022078.3	26900467	26890488	1	chr1
ENSG00000131910	ENST00000254227	NR0B2	NM_021969.3	26913975	26911489	1	chr1
ENSG00000090273	ENST00000321265	NUDC	NM_006600.4	26946871	26921743	1	chr1
ENSG00000175707	ENST00000320567	KDF1	NM_152365.3	26960468	26949562	1	chr1
ENSG00000253368	ENST00000522111	TRNP1	NM_001013642.3	27000886	26993692	1	chr1
ENSG00000158246	ENST00000289166	TENT5B	NM_052943.4	27012850	27005020	1	chr1
ENSG00000090020	ENST00000263980	SLC9A1	NM_003047.5	27155125	27098809	1	chr1
ENSG00000142784	ENST00000319394	WDTC1	NM_001276252.2	27308636	27234632	1	chr1
ENSG00000186501	ENST00000374076	TMEM222	NM_032125.3	27336400	27322163	1	chr1
ENSG00000142765	ENST00000616558	SYTL1	NM_001193308.2	27353932	27342022	1	chr1
ENSG00000142733	ENST00000357582	MAP3K6	NM_004672.5	27366961	27355184	1	chr1
ENSG00000142748	ENST00000270879	FCN3	NM_003665.4	27374824	27369110	1	chr1
ENSG00000174950	ENST00000374030	CD164L2	NM_001330448.1	27383333	27379176	1	chr1
ENSG00000181773	ENST00000374024	GPR3	NM_005281.4	27395814	27392622	1	chr1
ENSG00000158195	ENST00000618852	WASF2	NM_006990.5	27490167	27404230	1	chr1
ENSG00000126705	ENST00000673934	AHDC1	NM_001371928.1	27604144	27534245	1	chr1
ENSG00000000938	ENST00000374005	FGR	NM_005248.3	27635185	27612064	1	chr1
ENSG00000126709	ENST00000361157	IFI6	NM_002038.4	27672192	27666064	1	chr1
ENSG00000009780	ENST00000373954	FAM76A	NM_152660.3	27763116	27725961	1	chr1
ENSG00000117758	ENST00000373943	STX12	NM_177424.3	27824443	27773219	1	chr1
ENSG00000117751	ENST00000311772	PPP1R8	NM_014110.5	27851676	27830782	1	chr1
ENSG00000130775	ENST00000373921	THEMIS2	NM_001105556.3	27886675	27872544	1	chr1
ENSG00000117748	ENST00000373912	RPA2	NM_002946.5	27914575	27891524	1	chr1
ENSG00000130768	ENST00000373894	SMPDL3B	NM_014474.4	27959152	27935000	1	chr1
ENSG00000158156	ENST00000373884	XKR8	NM_018053.4	27968093	27959973	1	chr1
ENSG00000158161	ENST00000373871	EYA3	NM_001990.4	28088610	27970344	1	chr1
ENSG00000169403	ENST00000373857	PTAFR	NM_000952.5	28176690	28147166	1	chr1
ENSG00000126698	ENST00000263697	DNAJC8	NM_014280.3	28233029	28200278	1	chr1
ENSG00000130770	ENST00000335514	ATP5IF1	NM_016311.5	28238100	28236124	1	chr1
ENSG00000130766	ENST00000253063	SESN2	NM_031459.5	28282491	28259518	1	chr1
ENSG00000130772	ENST00000373842	MED18	NM_017638.3	28335965	28329040	1	chr1
ENSG00000204138	ENST00000373839	PHACTR4	NM_001048183.3	28500364	28369740	1	chr1
ENSG00000180198	ENST00000683442	RCC1	NM_001381865.2	28538989	28506043	1	chr1
ENSG00000180098	ENST00000373830	TRNAU1AP	NM_017846.5	28578545	28553085	1	chr1
ENSG00000188060	ENST00000465518	RAB42	NM_001193532.3	28595449	28592265	1	chr1
ENSG00000120656	ENST00000373824	TAF12	NM_005644.4	28643067	28602850	1	chr1
ENSG00000162419	ENST00000373816	GMEB1	NM_001319674.2	28719353	28668784	1	chr1
ENSG00000198492	ENST00000373812	YTHDF2	NM_016258.3	28769775	28736940	1	chr1
ENSG00000116329	ENST00000234961	OPRD1	NM_000911.4	28871267	28812170	1	chr1
ENSG00000159023	ENST00000343067	EPB41	NM_001376013.1	29120041	28914569	1	chr1
ENSG00000253304	ENST00000521452	TMEM200B	NM_001003682.4	29123903	29119429	1	chr1
ENSG00000116350	ENST00000373795	SRSF4	NM_005626.5	29181900	29147743	1	chr1
ENSG00000116353	ENST00000263702	MECR	NM_016011.5	29230934	29192657	1	chr1
ENSG00000060656	ENST00000373779	PTPRU	NM_133178.4	29326800	29236522	1	chr1
ENSG00000162510	ENST00000373765	MATN1	NM_002379.3	30723585	30711277	1	chr1
ENSG00000162511	ENST00000294507	LAPTM5	NM_006762.3	30757774	30732469	1	chr1
ENSG00000162512	ENST00000339394	SDC3	NM_014654.4	30908758	30869466	1	chr1
ENSG00000134644	ENST00000426105	PUM1	NM_001020658.2	31065717	30931506	1	chr1
ENSG00000084628	ENST00000373736	NKAIN1	NM_024522.3	31239887	31179745	1	chr1
ENSG00000060688	ENST00000263694	SNRNP40	NM_004814.3	31296788	31259568	1	chr1
ENSG00000121766	ENST00000344147	ZCCHC17	NM_016505.4	31364936	31297032	1	chr1
ENSG00000121769	ENST00000373713	FABP3	NM_004102.5	31373076	31365253	1	chr1
ENSG00000168528	ENST00000373709	SERINC2	NM_178865.5	31434678	31413213	1	chr1
ENSG00000142910	ENST00000271064	TINAGL1	NM_022164.3	31587686	31576515	1	chr1
ENSG00000121764	ENST00000403528	HCRTR1	NM_001525.3	31627613	31617689	1	chr1
ENSG00000162517	ENST00000373703	PEF1	NM_012392.4	31644876	31629866	1	chr1
ENSG00000084636	ENST00000373672	COL16A1	NM_001856.4	31704017	31652263	1	chr1
ENSG00000121753	ENST00000373658	ADGRB2	NM_001364857.2	31764340	31727117	1	chr1
ENSG00000134668	ENST00000360482	SPOCD1	NM_144569.7	31816022	31790422	1	chr1
ENSG00000184007	ENST00000647444	PTP4A2	NM_080391.4	31938368	31906421	1	chr1
ENSG00000121774	ENST00000327300	KHDRBS1	NM_006559.3	32043877	32013868	1	chr1
ENSG00000121775	ENST00000336294	TMEM39B	NM_018056.4	32102863	32072939	1	chr1
ENSG00000025800	ENST00000373625	KPNA6	NM_012316.5	32176563	32108056	1	chr1
ENSG00000084652	ENST00000373610	TXLNA	NM_175852.4	32198285	32179675	1	chr1
ENSG00000160050	ENST00000373602	CCDC28B	NM_024296.5	32205387	32200595	1	chr1
ENSG00000160051	ENST00000291358	IQCC	NM_018134.3	32208682	32205671	1	chr1
ENSG00000222046	ENST00000409358	DCDC2B	NM_001099434.2	32216192	32209089	1	chr1
ENSG00000160055	ENST00000309777	TMEM234	NM_019118.5	32222353	32216200	1	chr1
ENSG00000183615	ENST00000373582	FAM167B	NM_032648.3	32248856	32247222	1	chr1
ENSG00000182866	ENST00000336890	LCK	NM_005356.5	32286165	32251265	1	chr1
ENSG00000116478	ENST00000373548	HDAC1	NM_004964.3	32333626	32292083	1	chr1
ENSG00000175130	ENST00000329421	MARCKSL1	NM_023009.7	32336233	32333839	1	chr1
ENSG00000225828	ENST00000432622	FAM229A	NM_001167676.2	32362485	32361270	1	chr1
ENSG00000162526	ENST00000373534	TSSK3	NM_052841.4	32364312	32362539	1	chr1
ENSG00000160058	ENST00000455895	BSDC1	NM_018045.8	32394441	32364633	1	chr1
ENSG00000273274	ENST00000609129	ZBTB8B	NM_001145720.2	32496686	32465072	1	chr1
ENSG00000160062	ENST00000373510	ZBTB8A	NM_001040441.3	32605941	32539427	1	chr1
ENSG00000176261	ENST00000468695	ZBTB8OS	NM_178547.5	32650550	32620820	1	chr1
ENSG00000162521	ENST00000373493	RBBP4	NM_005610.3	32686211	32651208	1	chr1
ENSG00000162520	ENST00000409190	SYNC	NM_030786.3	32702770	32679906	1	chr1
ENSG00000162522	ENST00000401073	KIAA1522	NM_020888.3	32774970	32741830	1	chr1
ENSG00000134684	ENST00000373477	YARS1	NM_003680.4	32817358	32775239	1	chr1
ENSG00000116497	ENST00000373475	S100PBP	NM_022753.4	32858875	32817653	1	chr1
ENSG00000160097	ENST00000373471	FNDC5	NM_153756.3	32870912	32862268	1	chr1
ENSG00000121905	ENST00000373467	HPCA	NM_002143.3	32894646	32886491	1	chr1
ENSG00000121900	ENST00000373463	TMEM54	NM_033504.4	32901389	32894595	1	chr1
ENSG00000116514	ENST00000235150	RNF19B	NM_001300826.2	32964809	32936449	1	chr1
ENSG00000004455	ENST00000672715	AK2	NM_001625.4	33036883	33007986	1	chr1
ENSG00000142920	ENST00000294517	AZIN2	NM_052998.4	33123492	33081153	1	chr1
ENSG00000116525	ENST00000291416	TRIM62	NM_018207.3	33182043	33145399	1	chr1
ENSG00000160094	ENST00000539719	ZNF362	NM_152493.3	33300719	33256492	1	chr1
ENSG00000184389	ENST00000442999	A3GALT2	NM_001080438.1	33321098	33306766	1	chr1
ENSG00000134686	ENST00000683057	PHC2	NM_001385109.1	33431095	33323626	1	chr1
ENSG00000121903	ENST00000684572	ZSCAN20	NM_001377376.1	33501643	33472645	1	chr1
ENSG00000121904	ENST00000373381	CSMD2	NM_001281956.2	34165230	33513998	1	chr1
ENSG00000176256	ENST00000681531	HMGB4	NM_001379301.1	33864791	33864079	1	chr1
ENSG00000142698	ENST00000488417	C1orf94	NM_001134734.2	34219131	34176907	1	chr1
ENSG00000189280	ENST00000338513	GJB5	NM_005268.4	34758512	34755047	1	chr1
ENSG00000189433	ENST00000339480	GJB4	NM_153212.3	34762327	34759740	1	chr1
ENSG00000188910	ENST00000373366	GJB3	NM_024009.3	34786364	34781214	1	chr1
ENSG00000187513	ENST00000342280	GJA4	NM_002060.3	34795747	34792999	1	chr1
ENSG00000163866	ENST00000521580	SMIM12	NM_138428.6	34859749	34850362	1	chr1
ENSG00000116544	ENST00000373347	DLGAP3	NM_001080418.3	34929650	34865436	1	chr1
ENSG00000163867	ENST00000357182	ZMYM6	NM_007167.4	35031945	34986165	1	chr1
ENSG00000197056	ENST00000359858	ZMYM1	NM_024772.5	35115859	35079385	1	chr1
ENSG00000116560	ENST00000357214	SFPQ	NM_005066.3	35193145	35182936	1	chr1
ENSG00000146463	ENST00000314607	ZMYM4	NM_005095.3	35422058	35268709	1	chr1
ENSG00000142687	ENST00000325722	KIAA0319L	NM_024874.5	35557403	35433492	1	chr1
ENSG00000020129	ENST00000373243	NCDN	NM_014284.3	35566779	35557799	1	chr1
ENSG00000116819	ENST00000373235	TFAP2E	NM_178548.4	35595328	35573314	1	chr1
ENSG00000126067	ENST00000373237	PSMB2	NM_002794.5	35641526	35599541	1	chr1
ENSG00000142686	ENST00000270815	C1orf216	NM_152374.2	35718884	35713877	1	chr1
ENSG00000092853	ENST00000318121	CLSPN	NM_022111.4	35769978	35732112	1	chr1
ENSG00000134698	ENST00000373210	AGO4	NM_017629.4	35857890	35808016	1	chr1
ENSG00000092847	ENST00000373204	AGO1	NM_012199.5	35930532	35883209	1	chr1
ENSG00000126070	ENST00000373191	AGO3	NM_024852.4	36072500	35931105	1	chr1
ENSG00000092850	ENST00000207457	TEKT2	NM_014466.3	36088275	36084094	1	chr1
ENSG00000116863	ENST00000373178	ADPRS	NM_017825.3	36093932	36088892	1	chr1
ENSG00000171812	ENST00000397799	COL8A2	NM_005202.4	36125222	36095239	1	chr1
ENSG00000054116	ENST00000373166	TRAPPC3	NM_014408.5	36149486	36136572	1	chr1
ENSG00000116871	ENST00000474796	MAP7D1	NM_001388490.1	36180849	36156160	1	chr1
ENSG00000054118	ENST00000354618	THRAP3	NM_005119.4	36305357	36224443	1	chr1
ENSG00000214193	ENST00000453908	SH3D21	NM_001162530.2	36321347	36306368	1	chr1
ENSG00000142694	ENST00000490466	EVA1B	NM_001304762.2	36323645	36322030	1	chr1
ENSG00000196182	ENST00000373132	STK40	NM_001282547.2	36385924	36339628	1	chr1
ENSG00000181817	ENST00000315732	LSM10	NM_032881.3	36397908	36393436	1	chr1
ENSG00000116885	ENST00000235532	OSCP1	NM_145047.5	36450451	36417906	1	chr1
ENSG00000116898	ENST00000373116	MRPS15	NM_031280.4	36464384	36455718	1	chr1
ENSG00000119535	ENST00000373106	CSF3R	NM_000760.4	36482913	36466043	1	chr1
ENSG00000163873	ENST00000373091	GRIK3	NM_000831.4	37034515	36795527	1	chr1
ENSG00000163874	ENST00000373087	ZC3H12A	NM_025079.3	37484377	37474580	1	chr1
ENSG00000163875	ENST00000296214	MEAF6	NM_001270875.3	37514766	37489993	1	chr1
ENSG00000163877	ENST00000296215	SNIP1	NM_024700.4	37554293	37534449	1	chr1
ENSG00000163879	ENST00000652629	DNALI1	NM_003462.5	37566857	37556940	1	chr1
ENSG00000134697	ENST00000373062	GNL2	NM_013285.3	37595937	37566816	1	chr1
ENSG00000169218	ENST00000356545	RSPO1	NM_001242908.2	37634892	37611350	1	chr1
ENSG00000116922	ENST00000486637	C1orf109	NM_001350770.2	37690529	37681570	1	chr1
ENSG00000134690	ENST00000373055	CDCA8	NM_001256875.2	37709719	37692516	1	chr1
ENSG00000183317	ENST00000373048	EPHA10	NM_001099439.2	37765120	37715976	1	chr1
ENSG00000185090	ENST00000373045	MANEAL	NM_001113482.2	37801133	37793847	1	chr1
ENSG00000196449	ENST00000373044	YRDC	NM_024640.4	37808208	37802945	1	chr1
ENSG00000197982	ENST00000373042	C1orf122	NM_198446.3	37809454	37807790	1	chr1
ENSG00000188786	ENST00000373036	MTF1	NM_005955.3	37859592	37809574	1	chr1
ENSG00000204084	ENST00000373024	INPP5B	NM_005540.3	37947053	37860697	1	chr1
ENSG00000183431	ENST00000373019	SF3A3	NM_006802.4	37990022	37956975	1	chr1
ENSG00000183386	ENST00000373016	FHL3	NM_004468.5	38005514	37996770	1	chr1
ENSG00000183520	ENST00000373014	UTP11	NM_016037.4	38024820	38012734	1	chr1
ENSG00000185668	ENST00000373012	POU3F1	NM_002699.4	38046793	38043829	1	chr1
ENSG00000116954	ENST00000373001	RRAGC	NM_022157.4	38859772	38838198	1	chr1
ENSG00000214114	ENST00000397572	MYCBP	NM_012333.5	38873348	38862493	1	chr1
ENSG00000131233	ENST00000357771	GJA9	NM_030772.5	38881587	38874069	1	chr1
ENSG00000158315	ENST00000372990	RHBDL2	NM_017821.5	38941830	38885807	1	chr1
ENSG00000174574	ENST00000432648	AKIRIN1	NM_024595.3	39006059	38991276	1	chr1
ENSG00000168653	ENST00000372969	NDUFS5	NM_004552.3	39034615	39026350	1	chr1
ENSG00000127603	ENST00000564288	MACF1	NM_001394062.1	39487138	39204695	1	chr1
ENSG00000183682	ENST00000331593	BMP8A	NM_181809.4	39529869	39491636	1	chr1
ENSG00000090621	ENST00000372858	PABPC4	NM_001135653.2	39576790	39560816	1	chr1
ENSG00000163909	ENST00000372852	HEYL	NM_014571.4	39639643	39623435	1	chr1
ENSG00000116981	ENST00000235628	NT5C1A	NM_032526.3	39672107	39651229	1	chr1
ENSG00000116983	ENST00000372844	HPCAL4	NM_016257.4	39691433	39678648	1	chr1
ENSG00000084072	ENST00000324379	PPIE	NM_006112.4	39756769	39738882	1	chr1
ENSG00000116985	ENST00000372827	BMP8B	NM_001720.5	39788865	39757182	1	chr1
ENSG00000198754	ENST00000327582	OXCT2	NM_022120.2	39771348	39769523	1	chr1
ENSG00000043514	ENST00000316891	TRIT1	NM_017646.6	39883504	39838110	1	chr1
ENSG00000116990	ENST00000372816	MYCL	NM_001033081.3	39901917	39895428	1	chr1
ENSG00000168389	ENST00000372811	MFSD2A	NM_032793.5	39969956	39955145	1	chr1
ENSG00000131236	ENST00000372805	CAP1	NM_006367.4	40072648	40040729	1	chr1
ENSG00000131238	ENST00000642050	PPT1	NM_000310.4	40097252	40072712	1	chr1
ENSG00000117000	ENST00000372771	RLF	NM_012421.4	40240921	40161387	1	chr1
ENSG00000188800	ENST00000372766	TMCO2	NM_001008740.4	40251684	40247937	1	chr1
ENSG00000084073	ENST00000372759	ZMPSTE24	NM_005857.5	40294180	40258236	1	chr1
ENSG00000049089	ENST00000372748	COL9A2	NM_001852.4	40317286	40300489	1	chr1
ENSG00000084070	ENST00000372718	SMAP2	NM_022733.3	40423322	40373727	1	chr1
ENSG00000187801	ENST00000361584	ZFP69B	NM_023070.3	40463715	40450476	1	chr1
ENSG00000187815	ENST00000372706	ZFP69	NM_001320179.2	40496343	40477290	1	chr1
ENSG00000164002	ENST00000415550	EXO5	NM_001346953.2	40516038	40508767	1	chr1
ENSG00000117010	ENST00000372699	ZNF684	NM_152373.4	40548167	40531637	1	chr1
ENSG00000117016	ENST00000372684	RIMS3	NM_014747.3	40665682	40620680	1	chr1
ENSG00000066136	ENST00000447388	NFYC	NM_014223.5	40771603	40691704	1	chr1
ENSG00000117013	ENST00000347132	KCNQ4	NM_004700.4	40840452	40783787	1	chr1
ENSG00000179862	ENST00000372638	CITED4	NM_133467.3	40862363	40861054	1	chr1
ENSG00000171793	ENST00000650070	CTPS1	NM_001905.4	41012565	40979696	1	chr1
ENSG00000171790	ENST00000302946	SLFNL1	NM_144990.4	41021725	41015597	1	chr1
ENSG00000127129	ENST00000372587	EDN2	NM_001956.5	41484683	41478775	1	chr1
ENSG00000127124	ENST00000372583	HIVEP3	NM_024503.5	41918922	41506365	1	chr1
ENSG00000044012	ENST00000372581	GUCA2B	NM_007102.3	42155820	42153410	1	chr1
ENSG00000197273	ENST00000357001	GUCA2A	NM_033553.3	42164745	42162690	1	chr1
ENSG00000198815	ENST00000361346	FOXJ3	NM_014947.5	42335235	42176548	1	chr1
ENSG00000177181	ENST00000431473	RIMKLA	NM_173642.4	42424232	42380792	1	chr1
ENSG00000066185	ENST00000372565	ZMYND12	NM_032257.5	42456022	42430329	1	chr1
ENSG00000127125	ENST00000372561	PPCS	NM_024664.4	42461236	42456543	1	chr1
ENSG00000171960	ENST00000304979	PPIH	NM_006347.4	42676758	42658423	1	chr1
ENSG00000065978	ENST00000321358	YBX1	NM_004559.5	42703805	42682418	1	chr1
ENSG00000164007	ENST00000296387	CLDN19	NM_148960.3	42740236	42733093	1	chr1
ENSG00000117385	ENST00000296388	P3H1	NM_022356.4	42767028	42746374	1	chr1
ENSG00000164008	ENST00000372525	C1orf50	NM_024097.4	42779491	42767249	1	chr1
ENSG00000274386	ENST00000637012	TMEM269	NM_001354602.2	42800827	42784991	1	chr1
ENSG00000177868	ENST00000372521	SVBP	NM_199342.4	42817397	42807052	1	chr1
ENSG00000164010	ENST00000372517	ERMAP	NM_001017922.2	42844991	42817122	1	chr1
ENSG00000164011	ENST00000651192	ZNF691	NM_001242739.2	42852477	42846613	1	chr1
ENSG00000117394	ENST00000426263	SLC2A1	NM_006516.4	42958868	42925353	1	chr1
ENSG00000186973	ENST00000335282	FAM183A	NM_001101376.3	43156396	43147904	1	chr1
ENSG00000117395	ENST00000236051	EBNA1BP2	NM_006824.3	43172290	43164184	1	chr1
ENSG00000243710	ENST00000372492	CFAP57	NM_001378189.1	43254358	43172330	1	chr1
ENSG00000179178	ENST00000439858	TMEM125	NM_144626.3	43274002	43269983	1	chr1
ENSG00000253313	ENST00000523677	C1orf210	NM_182517.3	43285581	43281877	1	chr1
ENSG00000066056	ENST00000372476	TIE1	NM_005424.5	43323108	43300982	1	chr1
ENSG00000117400	ENST00000372470	MPL	NM_005373.3	43354466	43337818	1	chr1
ENSG00000117399	ENST00000310955	CDC20	NM_001255.3	43363203	43358981	1	chr1
ENSG00000066322	ENST00000372458	ELOVL1	NM_022821.4	43368011	43363401	1	chr1
ENSG00000159479	ENST00000372457	MED8	NM_201542.5	43389800	43383917	1	chr1
ENSG00000198198	ENST00000634258	SZT2	NM_001365999.1	43454247	43389899	1	chr1
ENSG00000178922	ENST00000372430	HYI	NM_001190880.3	43453931	43450989	1	chr1
ENSG00000142949	ENST00000359947	PTPRF	NM_002840.5	43623666	43530883	1	chr1
ENSG00000066135	ENST00000372396	KDM4A	NM_014663.3	43705518	43650149	1	chr1
ENSG00000126091	ENST00000347631	ST3GAL3	NM_006279.5	43931159	43707536	1	chr1
ENSG00000117407	ENST00000372359	ARTN	NM_057091.3	43937240	43933801	1	chr1
ENSG00000117408	ENST00000372343	IPO13	NM_014652.4	43968022	43946950	1	chr1
ENSG00000132768	ENST00000255108	DPH2	NM_001384.5	43973369	43970010	1	chr1
ENSG00000117410	ENST00000472174	ATP6V0B	NM_004047.5	43978295	43974960	1	chr1
ENSG00000117411	ENST00000372324	B4GALT2	NM_003780.5	43991168	43979210	1	chr1
ENSG00000159214	ENST00000372318	CCDC24	NM_152499.4	43996528	43991599	1	chr1
ENSG00000196517	ENST00000372310	SLC6A9	NM_001024845.3	44031462	43996483	1	chr1
ENSG00000171872	ENST00000372299	KLF17	NM_173484.4	44135140	44118821	1	chr1
ENSG00000283039	ENST00000634670	KLF18	NM_001358438.1	44141631	44137821	1	chr1
ENSG00000178028	ENST00000372289	DMAP1	NM_019100.5	44220673	44213471	1	chr1
ENSG00000117419	ENST00000372257	ERI3	NM_024066.3	44355257	44221070	1	chr1
ENSG00000187147	ENST00000361799	RNF220	NM_018150.4	44651723	44405255	1	chr1
ENSG00000126106	ENST00000372237	TMEM53	NM_024587.4	44674481	44653247	1	chr1
ENSG00000198520	ENST00000535358	ARMH1	NM_001145636.2	44725591	44674714	1	chr1
ENSG00000142945	ENST00000372224	KIF2C	NM_006845.4	44767767	44739837	1	chr1
ENSG00000142937	ENST00000396651	RPS8	NM_001012.2	44778779	44775540	1	chr1
ENSG00000142959	ENST00000372207	BEST4	NM_153274.3	44788170	44783585	1	chr1
ENSG00000173846	ENST00000372201	PLK3	NM_004073.4	44805990	44800377	1	chr1
ENSG00000188396	ENST00000339355	DYNLT4	NM_001377534.1	44807351	44805893	1	chr1
ENSG00000117425	ENST00000372192	PTCH2	NM_003738.5	44843253	44821938	1	chr1
ENSG00000070785	ENST00000360403	EIF2B3	NM_020365.5	44986595	44850522	1	chr1
ENSG00000126107	ENST00000372172	HECTD3	NM_024602.6	45011324	45002548	1	chr1
ENSG00000126088	ENST00000246337	UROD	NM_000374.5	45015575	45012254	1	chr1
ENSG00000162415	ENST00000359600	ZSWIM5	NM_020883.2	45206605	45016399	1	chr1
ENSG00000186603	ENST00000334815	HPDL	NM_032756.4	45328710	45326895	1	chr1
ENSG00000132781	ENST00000456914	MUTYH	NM_001048174.2	45339970	45329242	1	chr1
ENSG00000132773	ENST00000372090	TOE1	NM_025077.4	45343973	45340170	1	chr1
ENSG00000070759	ENST00000372086	TESK2	NM_007170.3	45491163	45343883	1	chr1
ENSG00000280670	ENST00000629482	CCDC163	NM_001102601.3	45500073	45493866	1	chr1
ENSG00000132763	ENST00000401061	MMACHC	NM_015506.3	45513382	45500300	1	chr1
ENSG00000117450	ENST00000319248	PRDX1	NM_181697.3	45521884	45511051	1	chr1
ENSG00000117448	ENST00000351829	AKR1A1	NM_153326.3	45570049	45550826	1	chr1
ENSG00000132780	ENST00000350030	NASP	NM_002482.4	45618893	45584041	1	chr1
ENSG00000159588	ENST00000528266	CCDC17	NM_001114938.3	45624054	45620044	1	chr1
ENSG00000159592	ENST00000355105	GPBP1L1	NM_021639.5	45686533	45627304	1	chr1
